"PLAYER","BASE.SALARY","SIGN.BONUS","ALL.BONUSES","CAP.VALUE","SALARY","POSITION","TEAM","YEAR"
"Moorehead, Kindal",305000,,,349733,309400,"Defensive Tackle","panthers","2004"
"Nelson, Bruce",305000,,,644400,309400,"Outside Linebacker","panthers","2004"
"Seidman, Mike",305000,,,480258,309400,"Tight End","panthers","2004"
"Branch, Colin",305000,,,406000,309000,"Safety","panthers","2004"
"Manning, Ricky",305000,,,469308,308600,"Cornerback","panthers","2004"
"Kadela, Dave",305000,,,305000,305000,"Outside Linebacker","panthers","2004"
"Ross, Micah",267647,,,267647,267647,"Wide Receiver","panthers","2004"
"Cooper, Jarrod",258588,,4000,299529,262588,"Safety","panthers","2004"
"Gaines, Michael",230000,28200,,239400,258200,"Tight End","panthers","2004"
"Shaw, Terrance",,250000,250000,85733,250000,"Safety","panthers","2004"
"Fuller, Curtis",240882,,,240882,240882,"Safety","panthers","2004"
"Carter, Drew",135000,105250,,170083,240250,"Wide Receiver","panthers","2004"
"Jordan, Omari",202941,,,67647,207341,"Defensive Tackle","panthers","2004"
"Tufts, Sean",138206,57750,,94706,195956,"Linebacker","panthers","2004"
"Carstens, Jordan",184103,10000,,162353,194103,"Defensive Tackle","panthers","2004"
"Ferrario, Bill",178824,,,178824,178824,"Outside Linebacker","panthers","2004"
"Robertson, Jamal",178824,,,178824,178824,"Running Back","panthers","2004"
"Jackson, Eddie",165744,5000,,135294,170744,"Cornerback","panthers","2004"
"Pinkney, Cleveland",161471,,,161471,161471,"Defensive Tackle","panthers","2004"
"Harris, Joey",144985,5000,,123235,149985,"Running Back","panthers","2004"
"Duckett, Damane",121285,6000,6000,13050,127285,"Defensive Tackle","panthers","2004"
"Rutherford, Rod",83129,14000,,13529,97129,"Quarterback","panthers","2004"
"Cramer, Casey",94706,,,94706,94706,"Running Back","panthers","2004"
"Chandler, Jeff",35882,,,35882,35882,"Punter/Kicker","panthers","2004"
"Lafavor, Tron",17400,,,17400,17400,"Defensive Tackle","panthers","2004"
"Lucas, Ken",9e+05,8400000,,2680000,9400000,"Cornerback","panthers","2005"
"Wahle, Mike",1e+06,8e+06,,2700000,9100000,"Offensive Guard","panthers","2005"
"Morgan, Dan",540000,6e+06,,2973750,6640000,"Middle Linebacker","panthers","2005"
"Peppers, Julius",455000,5710000,,4007500,6315000,"Defensive End","panthers","2005"
"Delhomme, Jake",665000,5e+06,,2681666,5665000,"Quarterback","panthers","2005"
"Minter, Mike",1e+06,3e+06,3100000,3543750,4100000,"Safety","panthers","2005"
"Rucker, Mike",3150000,,,5724000,3800000,"Defensive End","panthers","2005"
"Mitchell, Jeff",2e+06,,,5319330,3003080,"Center","panthers","2005"
"Davis, Stephen",2200000,3e+05,,2900000,2600000,"Running Back","panthers","2005"
"Jenkins, Kris",540000,960000,,2554618,2275000,"Defensive Tackle","panthers","2005"
"Buckner, Brentson",1600000,,,2196500,1700000,"Defensive Tackle","panthers","2005"
"Gamble, Chris",480000,980000,,1533220,1465720,"Cornerback","panthers","2005"
"Witherspoon, Will",1430000,,5720,1435720,1435720,"Outside Linebacker","panthers","2005"
"Kasay, John",1200000,,205280,1805280,1405280,"Punter/Kicker","panthers","2005"
"Davis, Thomas",230000,1175000,1175000,1405000,1405000,"Safety","panthers","2005"
"Gross, Jordan",1330000,,,3760405,1335280,"Offensive Tackle","panthers","2005"
"Weinke, Chris",1200000,,,1521177,1325000,"Quarterback","panthers","2005"
"Shelton, Eric",230000,960000,,570000,1290000,"Running Back","panthers","2005"
"Draft, Chris",665000,4e+05,403960,868960,1068960,"Outside Linebacker","panthers","2005"
"Proehl, Ricky",765000,,,1100094,1016760,"Wide Receiver","panthers","2005"
"Reyes, Tutan",6e+05,,,1105720,1005720,"Offensive Guard","panthers","2005"
"Gardner, Rod",1e+06,,,1e+06,1e+06,"Wide Receiver","panthers","2005"
"Wallace, Al",540000,435000,,973750,1e+06,"Defensive End","panthers","2005"
"Smart, Rod",540000,376000,,634000,916000,"Running Back","panthers","2005"
"Short, Brandon",615000,,3e+05,1415000,915000,"Outside Linebacker","panthers","2005"
"Hoover, Brad",540000,285000,360000,880000,9e+05,"Running Back","panthers","2005"
"Colbert, Keary",305000,567000,,572220,877720,"Wide Receiver","panthers","2005"
"Hankton, Karl",540000,3e+05,,625000,850000,"Wide Receiver","panthers","2005"
"Mangum, Kris",825000,,,950000,850000,"Tight End","panthers","2005"
"Fordham, Todd",740000,75000,,820720,820720,"Offensive Tackle","panthers","2005"
"Goings, Nick",6e+05,,15000,870000,790000,"Running Back","panthers","2005"
"Mathis, Evan",230000,541000,,410333,771000,"Offensive Guard","panthers","2005"
"Kyle, Jason",665000,,,746760,666760,"Long Snapper","panthers","2005"
"Rasmussen, Kemp",656000,,,661720,661720,"Defensive End","panthers","2005"
"Wesley, Dante",656000,,,661280,661280,"Cornerback","panthers","2005"
"LeFors, Stefan",230000,424000,,336000,654000,"Quarterback","panthers","2005"
"McCree, Marlon",540000,1e+05,104840,644840,644840,"Safety","panthers","2005"
"Bashir, Idrees",540000,1e+05,104400,644400,644400,"Safety","panthers","2005"
"Ellison, Atiyyah",163494,472500,,121765,635994,"Defensive Tackle","panthers","2005"
"Baker, Jason",540000,,1320,456320,541320,"Punter/Kicker","panthers","2005"
"Baker, Jason",540000,,1320,456320,541320,"Punter/Kicker","panthers","2005"
"Robertson, Jamal",455000,50000,,490000,515000,"Running Back","panthers","2005"
"Kadela, Dave",380000,1e+05,,428333,495000,"Offensive Tackle","panthers","2005"
"Foster, DeShaun",455000,,,995280,460280,"Running Back","panthers","2005"
"Ciurciu, Vinny",380000,,,385720,385720,"Middle Linebacker","panthers","2005"
"Manning, Ricky",380000,,,546429,385720,"Cornerback","panthers","2005"
"Moorehead, Kindal",380000,,,426054,385720,"Defensive Tackle","panthers","2005"
"Seidman, Mike",380000,,,556579,385720,"Tight End","panthers","2005"
"Branch, Colin",380000,,5280,482280,385280,"Safety","panthers","2005"
"Seward, Adam",230000,127540,127540,272513,357540,"Outside Linebacker","panthers","2005"
"Hangartner, Geoff",230000,105000,,265000,335000,"Center","panthers","2005"
"Carstens, Jordan",305000,,,310720,310720,"Defensive Tackle","panthers","2005"
"Carter, Drew",305000,,,345803,310720,"Wide Receiver","panthers","2005"
"Wharton, Travelle",305000,,,448470,310720,"Offensive Tackle","panthers","2005"
"Gaines, Michael",305000,,,319240,309840,"Tight End","panthers","2005"
"Haye, Jovan",230000,74750,,254916,304750,"Defensive End","panthers","2005"
"Tufts, Sean",234094,,,233235,234094,"Middle Linebacker","panthers","2005"
"Farley, Scott",135000,,5720,140720,140720,"Safety","panthers","2005"
"Emanuel, Ben",9400,102000,102000,9400,111400,"Safety","panthers","2005"
"Berger, Joe",,56600,56600,18866,56600,"Offensive Guard","panthers","2005"
"Rouen, Tom",,25000,25000,26320,25000,"Punter/Kicker","panthers","2005"
"Peppers, Julius",2715000,4500000,,11267500,7365000,"Defensive End","panthers","2006"
"Lucas, Ken",1e+06,,,3980000,7100000,"Cornerback","panthers","2006"
"Kemoeatu, Ma'ake",9e+05,6e+06,,2200000,7e+06,"Defensive Tackle","panthers","2006"
"Davis, Thomas",350000,,,1800540,6139290,"Safety","panthers","2006"
"Johnson, Keyshawn",1e+06,5e+06,,2251320,6001320,"Wide Receiver","panthers","2006"
"Hartwig, Justin",9e+05,5e+06,,2e+06,6e+06,"Outside Linebacker","panthers","2006"
"Wahle, Mike",2100000,,,4676870,5601870,"Outside Linebacker","panthers","2006"
"Foster, DeShaun",1e+06,3e+06,,3504290,5504290,"Running Back","panthers","2006"
"Morgan, Dan",585000,,,6285000,5085000,"Linebacker","panthers","2006"
"Delhomme, Jake",1785000,3e+06,,4551666,4785000,"Quarterback","panthers","2006"
"Rucker, Mike",1e+06,1150000,,5949000,4600000,"Defensive End","panthers","2006"
"Minter, Mike",710000,,,2110000,3010000,"Safety","panthers","2006"
"Jenkins, Kris",2440000,,,3954618,2715000,"Defensive Tackle","panthers","2006"
"Lewis, Damione",6e+05,1500000,,1354730,2104730,"Defensive Tackle","panthers","2006"
"Bridges, Jeremy",5e+05,1600000,,964888,2070588,"Outside Linebacker","panthers","2006"
"Weinke, Chris",6e+05,1200000,,1200000,2e+06,"Quarterback","panthers","2006"
"Gross, Jordan",1539000,,,3968415,1543290,"Outside Linebacker","panthers","2006"
"Kasay, John",1300000,,5170,1705170,1305170,"Punter/Kicker","panthers","2006"
"Goings, Nick",6e+05,6e+05,,842023,1215000,"Running Back","panthers","2006"
"Wallace, Al",1165000,,,1598750,1190000,"Defensive End","panthers","2006"
"Mangum, Kris",9e+05,,,1125000,1025000,"Tight End","panthers","2006"
"Baker, Jason",6e+05,4e+05,403410,803410,1003410,"Punter/Kicker","panthers","2006"
"Hoover, Brad",825000,,,1265000,1e+06,"Running Back","panthers","2006"
"Williams, DeAngelo",275000,,,980000,980000,"Running Back","panthers","2006"
"McCadam, Kevin",595000,250000,,725170,850170,"Safety","panthers","2006"
"Gamble, Chris",840000,,,1892230,844730,"Cornerback","panthers","2006"
"Kyle, Jason",810000,,,891430,811430,"Linebacker","panthers","2006"
"Draft, Chris",710000,,,1010000,810000,"Linebacker","panthers","2006"
"Anderson, James",275000,487200,,437400,762200,"Linebacker","panthers","2006"
"Williams, Shaun",710000,40000,,470170,755170,"Safety","panthers","2006"
"Butler, Rashad",275000,479750,,434916,754750,"Outside Linebacker","panthers","2006"
"Fordham, Todd",710000,40000,,465000,750000,"Outside Linebacker","panthers","2006"
"Branch, Colin",721600,,,726770,726770,"Safety","panthers","2006"
"Ciurciu, Vinny",721600,,,726770,726770,"Linebacker","panthers","2006"
"Moorehead, Kindal",721600,,,726330,726330,"Defensive Tackle","panthers","2006"
"Seidman, Mike",721600,,,726330,726330,"Tight End","panthers","2006"
"Hankton, Karl",710000,,,795000,720000,"Wide Receiver","panthers","2006"
"Diggs, Na'il",585000,40000,,467970,627970,"Linebacker","panthers","2006"
"Shelton, Eric",310000,,,656396,619730,"Running Back","panthers","2006"
"Marshall, Richard",275000,,,5e+05,5e+05,"Cornerback","panthers","2006"
"Colbert, Keary",425000,,,710470,448970,"Wide Receiver","panthers","2006"
"Carstens, Jordan",425000,,,430170,430170,"Defensive Tackle","panthers","2006"
"Wharton, Travelle",425000,,,567920,430170,"Outside Linebacker","panthers","2006"
"Carter, Drew",425000,,,464814,429730,"Wide Receiver","panthers","2006"
"Gaines, Michael",425000,,,438250,428850,"Tight End","panthers","2006"
"King, Jeff",275000,123018,,316006,398018,"Tight End","panthers","2006"
"Mathis, Evan",350000,,,535503,355170,"Outside Linebacker","panthers","2006"
"Seward, Adam",350000,,,397683,355170,"Linebacker","panthers","2006"
"Hangartner, Geoff",350000,,,389730,354730,"Outside Linebacker","panthers","2006"
"Montgomery, Will",275000,33500,,286166,308500,"Outside Linebacker","panthers","2006"
"McClover, Stanley",275000,30650,,285216,305650,"Defensive End","panthers","2006"
"Peters, Scott",5e+05,,,264290,264290,"Outside Linebacker","panthers","2006"
"Howard, Reggie",585000,40000,,194180,250650,"Cornerback","panthers","2006"
"Salley, Nate",275000,,,242647,242647,"Safety","panthers","2006"
"Morton, Christian",350000,,,226470,226470,"Cornerback","panthers","2006"
"Batiste, D'Anthony",275000,,,194117,194117,"Outside Linebacker","panthers","2006"
"Jamison, Brandon",275000,,,161764,161764,"Linebacker","panthers","2006"
"Byrum, Dion",275000,,,113235,113235,"Cornerback","panthers","2006"
"Peppers, Julius",5535000,4500000,,14087500,7685000,"Defensive End","panthers","2007"
"Delhomme, Jake",1400000,,,6166666,7400000,"Quarterback","panthers","2007"
"Foster, DeShaun",750000,,,4255160,4255160,"Running Back","panthers","2007"
"Carr, David",1e+06,3e+06,,3353720,4003720,"Quarterback","panthers","2007"
"Williams, DeAngelo",360000,,,1229200,3824200,"Running Back","panthers","2007"
"Hartwig, Justin",1650000,5e+06,,3250000,3750000,"Outside Linebacker","panthers","2007"
"Beason, Jon",285000,3e+06,,1090000,3490000,"Linebacker","panthers","2007"
"Jenkins, Kris",3200000,960000,,4714618,3375000,"Defensive Tackle","panthers","2007"
"Lucas, Ken",7e+05,,,4305000,3300000,"Cornerback","panthers","2007"
"Wahle, Mike",1e+06,,,4241666,3100000,"Outside Linebacker","panthers","2007"
"Baker, Jason",7e+05,2200000,2203240,1267718,2903240,"Punter/Kicker","panthers","2007"
"Kemoeatu, Ma'ake",9e+05,1500000,,3075000,2500000,"Defensive Tackle","panthers","2007"
"Rucker, Mike",1e+06,,,4942140,2443140,"Defensive End","panthers","2007"
"Lewis, Damione",1200000,1500000,,2550000,1800000,"Defensive Tackle","panthers","2007"
"Jarrett, Dwayne",285000,1400000,,635000,1685000,"Wide Receiver","panthers","2007"
"Davis, Thomas",540000,,,3000690,1554440,"Safety","panthers","2007"
"Kasay, John",1300000,2e+06,2204680,1904680,1504680,"Punter/Kicker","panthers","2007"
"Diggs, Na'il",950000,4e+05,,1351560,1351560,"Linebacker","panthers","2007"
"Carter, Drew",1300000,,,1304680,1304680,"Wide Receiver","panthers","2007"
"Kalil, Ryan",285000,930000,,517500,1215000,"Outside Linebacker","panthers","2007"
"Hoover, Brad",1e+06,285000,,1440000,1175000,"Running Back","panthers","2007"
"Marshall, Richard",360000,,,630640,1160640,"Cornerback","panthers","2007"
"Gamble, Chris",1075000,2750000,,1622180,1079680,"Cornerback","panthers","2007"
"Morgan, Dan",750000,,,2150000,1050000,"Linebacker","panthers","2007"
"Fauria, Christian",820000,,,999989,999989,"Tight End","panthers","2007"
"Johnson, Charles",285000,710000,,462500,995000,"Defensive End","panthers","2007"
"Gross, Jordan",910000,4896500,,3339565,914440,"Outside Linebacker","panthers","2007"
"Kyle, Jason",820000,4e+05,,902040,822040,"Linebacker","panthers","2007"
"Manuel, Marquand",595000,55000,,1e+06,770000,"Safety","panthers","2007"
"Robinson, Ryne",285000,438305,,394576,723305,"Wide Receiver","panthers","2007"
"Bridges, Jeremy",7e+05,1600000,,1367647,717647,"Outside Linebacker","panthers","2007"
"Goings, Nick",650000,6e+05,,822023,675000,"Running Back","panthers","2007"
"Moorehead, Kindal",6e+05,40000,,650000,650000,"Defensive Tackle","panthers","2007"
"Cooper, Deke",595000,15000,,475000,635000,"Safety","panthers","2007"
"Wesley, Dante",595000,,,595000,595000,"Cornerback","panthers","2007"
"Melton, Terrence",510000,60000,,575160,575160,"Linebacker","panthers","2007"
"Colbert, Keary",510000,290000,,798920,513720,"Wide Receiver","panthers","2007"
"Wharton, Travelle",460000,551000,,603870,466120,"Outside Linebacker","panthers","2007"
"Rosario, Dante",285000,171000,,327750,456000,"Tight End","panthers","2007"
"Deloatch, Curtis",510000,,,450000,450000,"Cornerback","panthers","2007"
"Shaw, Tim",285000,158900,,324725,443900,"Linebacker","panthers","2007"
"Mathis, Evan",435000,541000,,620974,440640,"Outside Linebacker","panthers","2007"
"Seward, Adam",435000,127540,,483154,440640,"Linebacker","panthers","2007"
"Hangartner, Geoff",435000,105000,,475160,440160,"Outside Linebacker","panthers","2007"
"Harris, Chris",435000,1e+05,,435000,435000,"Safety","panthers","2007"
"Omiyale, Frank",435000,155000,,435000,435000,"Outside Linebacker","panthers","2007"
"Basanez, Brett",360000,,,375000,375000,"Quarterback","panthers","2007"
"King, Jeff",360000,123018,,407126,366120,"Tight End","panthers","2007"
"Salley, Nate",360000,,,365640,365640,"Safety","panthers","2007"
"McClover, Stanley",360000,30650,,375376,365160,"Defensive End","panthers","2007"
"Anderson, James",360000,487200,,527080,364680,"Linebacker","panthers","2007"
"Jamison, Brandon",360000,,,364680,364680,"Linebacker","panthers","2007"
"Grigsby, Otis",360000,,,363000,363000,"Defensive End","panthers","2007"
"Teal, Quinton",285000,5000,,286666,290000,"Safety","panthers","2007"
"Moore, Matt",285000,15000,,285000,285000,"Quarterback","panthers","2007"
"Wharton, Travelle",6e+05,1.2e+07,,2712882,12850000,"Outside Linebacker","panthers","2008"
"Peppers, Julius",6500000,,,14137500,11735000,"Defensive End","panthers","2008"
"Gross, Jordan",7455000,,,7459920,7459920,"Outside Linebacker","panthers","2008"
"Delhomme, Jake",3690000,,,10956666,6190000,"Quarterback","panthers","2008"
"Lucas, Ken",8e+05,4500000,,5905000,5400000,"Cornerback","panthers","2008"
"McCown, Josh",1950000,2500000,,1950000,4500000,"Quarterback","panthers","2008"
"Lewis, Damione",730000,3250000,,1877771,4080000,"Defensive Tackle","panthers","2008"
"Johnson, Landon",605000,3e+06,,1705000,3705000,"Linebacker","panthers","2008"
"Kemoeatu, Ma'ake",605000,2295000,,3545000,3e+06,"Defensive Tackle","panthers","2008"
"Harris, Chris",527000,2e+06,,1013869,2627000,"Safety","panthers","2008"
"Brayton, Tyler",8e+05,1250000,,1525000,2300000,"Defensive End","panthers","2008"
"Otah, Jeff",1060000,1093750,,1278750,2253750,"Outside Linebacker","panthers","2008"
"Stewart, Jonathan",1395000,5e+05,,1495000,2095000,"Running Back","panthers","2008"
"Hackett, D.J.",605000,750000,,1217500,1905000,"Wide Receiver","panthers","2008"
"Davis, Thomas",650000,,,2196250,1760000,"Linebacker","panthers","2008"
"Bridges, Jeremy",1200000,1600000,,1725000,1725000,"Outside Linebacker","panthers","2008"
"Goings, Nick",730000,6e+05,,902023,1655000,"Running Back","panthers","2008"
"Kasay, John",1500000,2e+06,,1905760,1505760,"Punter/Kicker","panthers","2008"
"Muhammad, Muhsin",1e+06,5e+05,,1253480,1503480,"Wide Receiver","panthers","2008"
"Gamble, Chris",1435000,2750000,,1982420,1439920,"Cornerback","panthers","2008"
"Hoover, Brad",730000,6e+05,,1030000,1430000,"Running Back","panthers","2008"
"Hangartner, Geoff",1417000,,,1422400,1422400,"Outside Linebacker","panthers","2008"
"Williams, DeAngelo",445000,,,2245000,1380000,"Running Back","panthers","2008"
"Walker, Darwin",750000,1e+05,,851320,1201320,"Defensive Tackle","panthers","2008"
"Godfrey, Charles",295000,854200,,508550,1149200,"Safety","panthers","2008"
"Vincent, Keydrick",730000,350000,,955000,1130000,"Outside Linebacker","panthers","2008"
"Beason, Jon",870000,3e+06,,1717900,1117900,"Linebacker","panthers","2008"
"Connor, Dan",295000,788384,,492096,1083384,"Linebacker","panthers","2008"
"Baker, Jason",1e+06,2200000,,1366998,1002520,"Punter/Kicker","panthers","2008"
"Jarrett, Dwayne",370000,1400000,,725400,985400,"Wide Receiver","panthers","2008"
"Wesley, Dante",605000,1e+05,,670000,970000,"Cornerback","panthers","2008"
"Diggs, Na'il",8e+05,2e+06,,1400000,950000,"Linebacker","panthers","2008"
"Seward, Adam",927000,,,932640,932640,"Linebacker","panthers","2008"
"Kyle, Jason",830000,4e+05,,911560,831560,"Linebacker","panthers","2008"
"Kalil, Ryan",370000,930000,,608380,799880,"Outside Linebacker","panthers","2008"
"Curry, Donte'",730000,,,601176,730000,"Linebacker","panthers","2008"
"Jones, Mark",605000,,,445000,605000,"Wide Receiver","panthers","2008"
"Marshall, Richard",445000,,,756240,603996,"Cornerback","panthers","2008"
"Omiyale, Frank",520000,155000,,526240,526240,"Outside Linebacker","panthers","2008"
"Barnidge, Gary",295000,189250,,342312,484250,"Tight End","panthers","2008"
"King, Jeff",445000,123018,,492246,451240,"Tight End","panthers","2008"
"Anderson, James",445000,487200,,613280,450880,"Linebacker","panthers","2008"
"Moore, Matt",370000,15000,,376240,376240,"Quarterback","panthers","2008"
"Teal, Quinton",370000,5000,,377906,376240,"Safety","panthers","2008"
"Carter, Jason",370000,,,375880,375880,"Wide Receiver","panthers","2008"
"Gibson, Gary",370000,,,375880,375880,"Defensive Tackle","panthers","2008"
"Salley, Nate",370000,,,375880,375880,"Safety","panthers","2008"
"Wilson, C.J.",370000,,,375880,375880,"Cornerback","panthers","2008"
"Robinson, Ryne",370000,438305,,484976,375400,"Wide Receiver","panthers","2008"
"Rosario, Dante",370000,171000,,418150,375400,"Tight End","panthers","2008"
"Johnson, Charles",370000,710000,,551940,374440,"Defensive End","panthers","2008"
"Lloyd, Rhys",370000,,,371800,371800,"Punter/Kicker","panthers","2008"
"Taylor, Hilee",295000,56300,,309075,351300,"Linebacker","panthers","2008"
"Bernadeau, Mackenzy",295000,36411,,304102,331411,"Outside Linebacker","panthers","2008"
"Peppers, Julius",16683000,,,19183000,16683000,"Defensive End","panthers","2009"
"Gamble, Chris",4e+06,1e+07,,7005460,14005460,"Cornerback","panthers","2009"
"Gross, Jordan",5e+06,5e+06,,6005980,10005980,"Outside Linebacker","panthers","2009"
"Delhomme, Jake",3200000,3125000,,8591670,6325000,"Quarterback","panthers","2009"
"Lewis, Damione",2e+06,3670000,,3881771,5770000,"Defensive Tackle","panthers","2009"
"Beason, Jon",1100000,2052500,,2389886,5210720,"Linebacker","panthers","2009"
"Kemoeatu, Ma'ake",2100000,1665000,,3888000,3765000,"Defensive Tackle","panthers","2009"
"Harris, Chris",1550000,1155000,,2325619,2805000,"Safety","panthers","2009"
"Stewart, Jonathan",2743750,,,4012230,2749730,"Running Back","panthers","2009"
"Davis, Thomas",2200000,,,3746250,2300000,"Linebacker","panthers","2009"
"Brayton, Tyler",2100000,,,2825000,2200000,"Defensive End","panthers","2009"
"Wharton, Travelle",1750000,,,3862882,2e+06,"Outside Linebacker","panthers","2009"
"Brown, Everette",310000,1540000,,695000,1850000,"Defensive End","panthers","2009"
"Otah, Jeff",1825000,,,2987750,1831500,"Outside Linebacker","panthers","2009"
"Diggs, Na'il",925000,725000,,1670000,1750000,"Linebacker","panthers","2009"
"McCown, Josh",1700000,,,1750000,1750000,"Quarterback","panthers","2009"
"King, Jeff",1545000,,,1551760,1551760,"Tight End","panthers","2009"
"Kasay, John",1500000,,,1905980,1505980,"Punter/Kicker","panthers","2009"
"Muhammad, Muhsin",1500000,,,1752990,1502990,"Wide Receiver","panthers","2009"
"Martin, Sherrod",310000,944000,,546000,1254000,"Cornerback","panthers","2009"
"Baker, Jason",875000,337500,,1325543,1214190,"Punter/Kicker","panthers","2009"
"Johnson, Landon",1e+06,,,2100000,1100000,"Linebacker","panthers","2009"
"Jarrett, Dwayne",460000,,,814940,1074940,"Wide Receiver","panthers","2009"
"Anderson, James",1010000,,,1015980,1015980,"Linebacker","panthers","2009"
"Irvin, Corvey",310000,673125,,478281,983125,"Defensive Tackle","panthers","2009"
"Hoover, Brad",850000,,,1150000,950000,"Running Back","panthers","2009"
"Vincent, Keydrick",820000,,,1045000,870000,"Outside Linebacker","panthers","2009"
"Thomas, Hollis",845000,,,378824,845000,"Defensive Tackle","panthers","2009"
"Goodson, Mike",310000,492400,,433100,802400,"Running Back","panthers","2009"
"Fiammetta, Tony",310000,435813,,418953,745813,"Running Back","panthers","2009"
"Feeley, A.J.",745000,,,482941,745000,"Quarterback","panthers","2009"
"Williams, DeAngelo",645000,,,1610000,745000,"Running Back","panthers","2009"
"Wesley, Dante",620000,,,685000,635000,"Cornerback","panthers","2009"
"Marshall, Richard",535000,,,886500,621500,"Cornerback","panthers","2009"
"Kalil, Ryan",460000,,,929500,510000,"Outside Linebacker","panthers","2009"
"Robinson, Duke",310000,171590,,352897,481590,"Outside Linebacker","panthers","2009"
"Teal, Quinton",460000,,,468428,466760,"Safety","panthers","2009"
"Wilson, C.J.",460000,,,466500,466500,"Cornerback","panthers","2009"
"Rosario, Dante",460000,,,508990,466240,"Tight End","panthers","2009"
"Johnson, Charles",460000,,,643220,465720,"Defensive End","panthers","2009"
"Moore, Matt",460000,,,465460,465460,"Quarterback","panthers","2009"
"Tyler, Tank",460000,,,297647,465200,"Defensive Tackle","panthers","2009"
"Leonard, Louis",460000,,,460000,464420,"Defensive Tackle","panthers","2009"
"Lloyd, Rhys",460000,,,461560,461560,"Punter/Kicker","panthers","2009"
"Connor, Dan",385000,,,588856,391760,"Linebacker","panthers","2009"
"Taylor, Hilee",385000,,,405835,391760,"Linebacker","panthers","2009"
"Barnidge, Gary",385000,,,438812,391500,"Tight End","panthers","2009"
"Bernadeau, Mackenzy",385000,,,400602,391500,"Outside Linebacker","panthers","2009"
"Moore, Kenneth",385000,,,391500,391500,"Wide Receiver","panthers","2009"
"Godfrey, Charles",385000,,,604530,390980,"Safety","panthers","2009"
"Munnerlyn, Captain",310000,60900,,325225,370900,"Cornerback","panthers","2009"
"Schwartz, Geoff",310000,30000,,326500,346500,"Outside Linebacker","panthers","2009"
"Davis, C.J.",310000,20000,,316666,330000,"Outside Linebacker","panthers","2009"
"Williams, Garry",310000,8000,,312666,318000,"Outside Linebacker","panthers","2009"
"Hayden, Nick",310000,,,316500,316500,"Defensive Tackle","panthers","2009"
"Jansen, J.J.",310000,,,314420,314420,"Outside Linebacker","panthers","2009"
"Sutton, Tyrell",310000,4000,,310000,314000,"Running Back","panthers","2009"
"Brooks, Aaron",750000,5e+06,,1587473,5754140,"Quarterback","saints","2002"
"Stallworth, Donte'",325000,2900000,,1208333,3625000,"Wide Receiver","saints","2002"
"Carter, Dale",650000,3e+06,,734453,3305882,"Cornerback","saints","2002"
"Hand, Norman",3e+06,,,4575000,3200000,"Defensive Tackle","saints","2002"
"Turley, Kyle",1224000,,,3370147,2410147,"Outside Linebacker","saints","2002"
"Grant, Charles",255000,1800000,,855000,2355000,"Defensive End","saints","2002"
"Horn, Joe",1700000,,,3212500,2e+06,"Wide Receiver","saints","2002"
"Sloan, David",650000,1200000,,953060,1853060,"Tight End","saints","2002"
"Williams, Wally",750000,1250000,,3200651,1826319,"Outside Linebacker","saints","2002"
"Bentley, LeCharles",225000,1550000,,612500,1775000,"Outside Linebacker","saints","2002"
"Pathon, Jerome",525000,1e+06,,777070,1527070,"Wide Receiver","saints","2002"
"Fontenot, Jerry",1450000,,,2143250,1500000,"Outside Linebacker","saints","2002"
"Jackson, Grady",525000,750000,,902520,1277520,"Defensive Tackle","saints","2002"
"Smith, Darrin",1200000,,,1616730,1204230,"Linebacker","saints","2002"
"Clemons, Charlie",1100000,,,1700000,1200000,"Linebacker","saints","2002"
"Thomas, Fred",750000,,,1250000,950000,"Cornerback","saints","2002"
"Reed, Jake",3e+05,625000,,926350,926350,"Wide Receiver","saints","2002"
"Bellamy, Jay",7e+05,,,1050000,9e+05,"Safety","saints","2002"
"Jacox, Kendyl",525000,325000,,590720,850720,"Outside Linebacker","saints","2002"
"Carney, John",3e+05,475000,476080,476080,776080,"Punter/Kicker","saints","2002"
"Cox, Bryan",750000,25000,,475720,775720,"Linebacker","saints","2002"
"McAfee, Fred",750000,,,453420,753420,"Running Back","saints","2002"
"Folau, Spencer",525000,2e+05,,650000,750000,"Outside Linebacker","saints","2002"
"Allen, James D. (LB)",225000,481000,,385333,706000,"Linebacker","saints","2002"
"Keaton, Curtis",375000,3e+05,,375000,675000,"Running Back","saints","2002"
"Irvin, Ken",450000,2e+05,,450720,650720,"Cornerback","saints","2002"
"Chase, Martin",452000,123000,,538500,6e+05,"Defensive Tackle","saints","2002"
"Riley, Victor",525000,1e+05,,677451,594118,"Outside Linebacker","saints","2002"
"Hall, Lamont",563000,,,567230,567230,"Tight End","saints","2002"
"Delhomme, Jake",563000,,,567050,567050,"Quarterback","saints","2002"
"Whitehead, Willie",563000,,,566600,566600,"Defensive End","saints","2002"
"Howard, Darren",510000,,,847440,561440,"Defensive End","saints","2002"
"Sanderson, Scott",525000,25000,,475000,550000,"Outside Linebacker","saints","2002"
"Gowin, Toby",490000,35000,36440,451440,526440,"Punter/Kicker","saints","2002"
"Craver, Keyuo",225000,273250,,316083,498250,"Cornerback","saints","2002"
"Houser, Kevin",375000,75000,,438460,478960,"Tight End","saints","2002"
"Gleason, Steve",375000,,,379320,379320,"Safety","saints","2002"
"Hawthorne, Michael",375000,,,395806,379140,"Cornerback","saints","2002"
"Smith, Terrelle",375000,,,480806,379140,"Running Back","saints","2002"
